entidad,pais_de_origen,anio,trimestre,fecha,millones_de_dolares
Hidalgo,Holy See (Vatican City State),2010,4,2010-12-01,1.832518
Quintana Roo,China,2021,4,2021-12-01,5.722036
Chiapas,Latvia,2022,4,2022-12-01,3.169417
Puebla,Greenland,2008,2,2008-06-01,3.886743
Guerrero,Holy See (Vatican City State),2017,3,2017-09-01,8.941397
Durango,Latvia,2016,3,2016-09-01,8.407263
Tlaxcala,Cape Verde,2003,4,2003-12-01,3.418846
Puebla,Antigua and Barbuda,2017,1,2017-03-01,5.146841
Jalisco,Nauru,2016,2,2016-06-01,9.393849
Puebla,Syrian Arab Republic,2015,4,2015-12-01,5.23317
Ciudad de México,Cambodia,2014,4,2014-12-01,4.721256
Estado de México,Tuvalu,2018,2,2018-06-01,4.474112
Zacatecas,Jordan,2002,4,2002-12-01,5.913214
Zacatecas,Greece,2001,1,2001-03-01,2.094163
Jalisco,Cuba,2013,2,2013-06-01,1.045744
Nayarit,Tanzania,2012,3,2012-09-01,7.248183
Michoacán,Paraguay,2010,1,2010-03-01,0.36504
Colima,South Georgia and the South Sandwich Islands,2011,4,2011-12-01,3.997702
Sonora,Tanzania,2018,4,2018-12-01,9.687464
Quintana Roo,Guinea-Bissau,2018,4,2018-12-01,8.438936
Tlaxcala,Bolivia,2022,3,2022-09-01,0.923757
Chiapas,Equatorial Guinea,2009,1,2009-03-01,1.252792
Tamaulipas,Lao People's Democratic Republic,2021,1,2021-03-01,0.373068
Tlaxcala,Gabon,2023,2,2023-06-01,0.238092
Oaxaca,Georgia,2023,2,2023-06-01,0.201331
Yucatán,Afghanistan,2009,2,2009-06-01,5.706813
Colima,Sao Tome and Principe,2001,4,2001-12-01,3.221543
Querétaro,Syrian Arab Republic,2001,4,2001-12-01,2.745483
Sinaloa,Tajikistan,2006,3,2006-09-01,4.817113
San Luis Potosí,Tokelau,2008,4,2008-12-01,5.445758
Aguascalientes,Benin,2002,4,2002-12-01,1.439759
Colima,Malta,2002,2,2002-06-01,1.332262
Baja California Sur,Netherlands Antilles,2011,4,2011-12-01,2.357737
Veracruz,Sudan,2000,2,2000-06-01,7.795257
Guerrero,Paraguay,2011,4,2011-12-01,6.142255
Sinaloa,Lesotho,2007,3,2007-09-01,5.038853
Durango,Vietnam,2000,1,2000-03-01,8.246254
Coahuila,Afghanistan,2009,3,2009-09-01,4.416343
Chihuahua,New Caledonia,2005,3,2005-09-01,7.255517
Querétaro,Peru,2023,1,2023-03-01,2.224862
Nayarit,Andorra,2010,4,2010-12-01,0.921249
Hidalgo,Pakistan,2013,1,2013-03-01,6.813878
Sonora,Mayotte,2017,4,2017-12-01,0.715566
Quintana Roo,China,2016,1,2016-03-01,7.02393
Sinaloa,Syrian Arab Republic,2002,4,2002-12-01,2.073217
Sonora,Korea,2011,2,2011-06-01,3.416162
Tabasco,Saint Kitts and Nevis,2008,3,2008-09-01,6.583901
Estado de México,Botswana,2023,2,2023-06-01,2.285679
Baja California,Latvia,2013,4,2013-12-01,7.337963
Querétaro,Morocco,2018,1,2018-03-01,6.877294
Yucatán,Bosnia and Herzegovina,2002,4,2002-12-01,0.300866
Durango,Guyana,2015,3,2015-09-01,4.346338
Ciudad de México,Malta,2002,1,2002-03-01,7.367506
Puebla,Sao Tome and Principe,2003,2,2003-06-01,5.401976
Tlaxcala,Holy See (Vatican City State),2005,2,2005-06-01,3.539871
Coahuila,Qatar,2021,1,2021-03-01,1.388368
Colima,Ethiopia,2021,2,2021-06-01,1.684725
Guerrero,Singapore,2011,2,2011-06-01,5.298222
Nuevo León,Saint Kitts and Nevis,2013,3,2013-09-01,4.463083
Zacatecas,Botswana,2013,2,2013-06-01,3.179184
Guerrero,Swaziland,2007,2,2007-06-01,3.789932
Guerrero,Norway,2011,3,2011-09-01,9.533833
Guanajuato,Turkey,2022,2,2022-06-01,6.913961
Sonora,Eritrea,2005,1,2005-03-01,0.759589
Sonora,Moldova,2017,1,2017-03-01,5.402642
Quintana Roo,Cuba,2000,3,2000-09-01,2.935789
Querétaro,Mexico,2022,3,2022-09-01,2.671416
Baja California Sur,Paraguay,2000,1,2000-03-01,2.693264
Zacatecas,Lesotho,2005,4,2005-12-01,1.642041
Aguascalientes,South Georgia and the South Sandwich Islands,2006,4,2006-12-01,2.608315
Guanajuato,South Africa,2006,3,2006-09-01,7.880175
Baja California,Thailand,2015,2,2015-06-01,0.046409
Tlaxcala,Monaco,2017,1,2017-03-01,1.986289
Tamaulipas,Moldova,2020,1,2020-03-01,5.521321
Ciudad de México,Botswana,2001,2,2001-06-01,9.488561
Tlaxcala,Togo,2000,2,2000-06-01,9.737518
Baja California,Jersey,2004,2,2004-06-01,3.491603
Estado de México,Brazil,2017,2,2017-06-01,5.516861
Durango,French Southern Territories,2022,4,2022-12-01,2.654684
Oaxaca,South Africa,2020,1,2020-03-01,1.024653
Oaxaca,Belarus,2013,2,2013-06-01,1.919469
Baja California Sur,Oman,2023,4,2023-12-01,7.586951
Nayarit,Syrian Arab Republic,2014,4,2014-12-01,7.710707
Quintana Roo,Mayotte,2014,1,2014-03-01,4.500769
Querétaro,Macao,2020,1,2020-03-01,3.592701
Nuevo León,Tanzania,2017,4,2017-12-01,0.614765
Yucatán,Singapore,2013,1,2013-03-01,6.893018
Baja California Sur,Macao,2000,2,2000-06-01,4.85171
Oaxaca,Turkey,2004,1,2004-03-01,4.595457
Guanajuato,Botswana,2004,4,2004-12-01,7.934403
Baja California Sur,Rwanda,2009,3,2009-09-01,3.170536
Sonora,Mauritius,2008,1,2008-03-01,4.78361
Puebla,Egypt,2013,3,2013-09-01,6.882118
Yucatán,Gambia,2021,3,2021-09-01,5.903179
Baja California,Aruba,2017,1,2017-03-01,9.564905
Yucatán,Rwanda,2014,1,2014-03-01,3.764235
Nuevo León,Morocco,2015,1,2015-03-01,5.945371
Michoacán,South Georgia and the South Sandwich Islands,2010,4,2010-12-01,5.454897
Coahuila,Netherlands Antilles,2008,2,2008-06-01,2.053815
Guerrero,Turkey,2011,2,2011-06-01,5.754533
Yucatán,Ecuador,2008,4,2008-12-01,2.913821
Morelos,Portugal,2023,3,2023-09-01,6.00295
Yucatán,Malta,2006,2,2006-06-01,1.603746
San Luis Potosí,Samoa,2019,2,2019-06-01,0.965248
Puebla,Andorra,2003,1,2003-03-01,4.89249
Nuevo León,Congo,2004,2,2004-06-01,6.325611
Michoacán,Faroe Islands,2021,4,2021-12-01,6.143017
Aguascalientes,Spain,2015,1,2015-03-01,6.025764
Yucatán,Cuba,2018,2,2018-06-01,7.398104
Campeche,Saint Barthelemy,2023,3,2023-09-01,7.613311
Durango,Antarctica (the territory South of 60 deg S),2012,2,2012-06-01,7.086216
Jalisco,Saint Lucia,2010,4,2010-12-01,4.760873
San Luis Potosí,Lao People's Democratic Republic,2016,4,2016-12-01,7.239506
Sinaloa,Lithuania,2006,2,2006-06-01,3.005745
Tamaulipas,Qatar,2020,1,2020-03-01,3.123306
Quintana Roo,Iran,2017,3,2017-09-01,0.094857
Oaxaca,Macao,2009,4,2009-12-01,1.424389
Morelos,Netherlands Antilles,2009,3,2009-09-01,6.923821
Oaxaca,Morocco,2015,2,2015-06-01,6.012666
Coahuila,North Macedonia,2009,1,2009-03-01,7.472423
Sinaloa,Bahamas,2018,4,2018-12-01,6.104204
Quintana Roo,Hungary,2016,1,2016-03-01,4.049942
Tabasco,Tajikistan,2008,3,2008-09-01,6.57488
San Luis Potosí,Mauritius,2006,1,2006-03-01,0.474634
Aguascalientes,Tokelau,2019,2,2019-06-01,8.091848
Baja California,Congo,2000,3,2000-09-01,4.301939
Zacatecas,Saint Kitts and Nevis,2020,3,2020-09-01,1.070307
Chiapas,Saint Barthelemy,2012,3,2012-09-01,3.825682
Tlaxcala,Guadeloupe,2007,4,2007-12-01,1.488641
Sinaloa,Belarus,2007,3,2007-09-01,7.618667
Baja California,Greece,2000,3,2000-09-01,1.147656
Guerrero,Grenada,2019,4,2019-12-01,3.902607
Guanajuato,South Africa,2010,2,2010-06-01,2.208058
San Luis Potosí,Tokelau,2021,1,2021-03-01,1.583689
Michoacán,Egypt,2021,4,2021-12-01,3.855126
Yucatán,Korea,2011,1,2011-03-01,8.881773
Oaxaca,Lesotho,2009,2,2009-06-01,5.177546
Puebla,Norway,2013,2,2013-06-01,6.236376
Tamaulipas,Portugal,2006,4,2006-12-01,2.739295
Tlaxcala,Angola,2011,3,2011-09-01,4.562055
Nayarit,Cuba,2022,2,2022-06-01,6.629364
Coahuila,Swaziland,2021,2,2021-06-01,4.01782
Coahuila,Macao,2023,1,2023-03-01,8.210672
Campeche,Angola,2017,3,2017-09-01,9.37098
Michoacán,Belarus,2007,3,2007-09-01,4.043791
Yucatán,Belarus,2015,4,2015-12-01,6.712268
Guerrero,Saudi Arabia,2011,3,2011-09-01,8.849227
Zacatecas,Greenland,2014,3,2014-09-01,5.030552
Guanajuato,Grenada,2001,2,2001-06-01,1.894513
Guerrero,Gabon,2008,2,2008-06-01,0.152696
San Luis Potosí,North Macedonia,2005,4,2005-12-01,1.165186
Zacatecas,Central African Republic,2003,1,2003-03-01,9.007082
Baja California Sur,Malaysia,2002,3,2002-09-01,7.907552
Nayarit,Tajikistan,2019,4,2019-12-01,1.931532
Durango,Cocos (Keeling) Islands,2003,1,2003-03-01,4.870897
Baja California,Faroe Islands,2016,4,2016-12-01,6.444604
Nuevo León,China,2010,2,2010-06-01,9.902636
Baja California Sur,Botswana,2005,1,2005-03-01,1.40306
Jalisco,Montenegro,2018,1,2018-03-01,8.378118
Baja California,Isle of Man,2015,2,2015-06-01,4.144724
Baja California,United States of America,2012,3,2012-09-01,8.54342
Jalisco,Equatorial Guinea,2016,3,2016-09-01,6.416491
Guerrero,Georgia,2020,4,2020-12-01,3.216731
Guerrero,Fiji,2013,2,2013-06-01,8.80185
Oaxaca,Saudi Arabia,2004,1,2004-03-01,3.626346
Nuevo León,Latvia,2000,2,2000-06-01,5.545857
Nuevo León,Oman,2013,4,2013-12-01,2.396421
Veracruz,Botswana,2005,2,2005-06-01,8.031684
Tabasco,Saudi Arabia,2006,2,2006-06-01,7.314933
Chihuahua,Paraguay,2021,4,2021-12-01,9.590225
Sinaloa,South Africa,2014,2,2014-06-01,4.463829
Aguascalientes,Algeria,2001,2,2001-06-01,0.421838
Tamaulipas,Canada,2004,1,2004-03-01,3.484016
Nuevo León,Syrian Arab Republic,2021,4,2021-12-01,7.389916
Tabasco,Saint Barthelemy,2018,1,2018-03-01,7.635729
Chiapas,Moldova,2017,2,2017-06-01,4.120061
Morelos,Wallis and Futuna,2013,4,2013-12-01,3.204994
Puebla,Greenland,2012,1,2012-03-01,2.09461
Quintana Roo,Saint Kitts and Nevis,2006,1,2006-03-01,9.693005
San Luis Potosí,Indonesia,2017,1,2017-03-01,5.889399
Guanajuato,Costa Rica,2022,4,2022-12-01,2.24751
Veracruz,France,2005,3,2005-09-01,5.14061
Campeche,Montenegro,2018,2,2018-06-01,3.342342
Querétaro,Latvia,2010,1,2010-03-01,6.122052
Chiapas,Costa Rica,2023,1,2023-03-01,1.168389
Yucatán,South Africa,2015,3,2015-09-01,8.657
Aguascalientes,Gabon,2022,2,2022-06-01,7.303406
Querétaro,Poland,2006,3,2006-09-01,2.513243
Campeche,Gambia,2003,2,2003-06-01,6.985009
Nuevo León,Saint Barthelemy,2019,1,2019-03-01,4.262062
San Luis Potosí,Zimbabwe,2001,4,2001-12-01,5.800907
Coahuila,Gabon,2005,2,2005-06-01,4.98758
Nuevo León,Swaziland,2011,1,2011-03-01,7.992931
Nayarit,Pakistan,2020,2,2020-06-01,5.697535
Yucatán,Pakistan,2014,1,2014-03-01,6.245126
Yucatán,Saint Barthelemy,2003,2,2003-06-01,5.485643
Coahuila,Palau,2005,1,2005-03-01,0.933079
Tabasco,Cape Verde,2004,2,2004-06-01,2.386316
Tamaulipas,Isle of Man,2017,1,2017-03-01,4.473259
San Luis Potosí,Pakistan,2020,2,2020-06-01,4.914496
San Luis Potosí,San Marino,2020,3,2020-09-01,2.075451
Yucatán,Guadeloupe,2022,2,2022-06-01,6.600859
Jalisco,Guyana,2007,1,2007-03-01,5.656416
Baja California Sur,Nauru,2020,3,2020-09-01,2.051121
Sinaloa,Aruba,2016,1,2016-03-01,6.512829
Baja California Sur,Libyan Arab Jamahiriya,2021,2,2021-06-01,7.675958
Jalisco,Netherlands Antilles,2015,2,2015-06-01,8.382536
Nayarit,Pakistan,2009,1,2009-03-01,4.871401
Tlaxcala,Bolivia,2005,2,2005-06-01,3.427043
Quintana Roo,Oman,2009,3,2009-09-01,2.960318
Yucatán,Brazil,2011,4,2011-12-01,8.99197
Coahuila,Qatar,2001,1,2001-03-01,4.2719
Guanajuato,Solomon Islands,2019,4,2019-12-01,9.43677
Querétaro,San Marino,2008,3,2008-09-01,6.827341
Nayarit,Solomon Islands,2019,4,2019-12-01,6.976743
Yucatán,South Africa,2017,2,2017-06-01,1.280117
Sonora,Botswana,2005,1,2005-03-01,4.020383
Durango,Grenada,2009,1,2009-03-01,1.59048
Ciudad de México,Mexico,2012,2,2012-06-01,8.440075
Coahuila,Qatar,2000,3,2000-09-01,0.425225
Chihuahua,Seychelles,2009,4,2009-12-01,7.420607
Baja California,Egypt,2019,2,2019-06-01,2.17534
Zacatecas,Canada,2008,4,2008-12-01,2.025941
Chiapas,Belarus,2012,2,2012-06-01,1.348859
Coahuila,Tuvalu,2009,3,2009-09-01,5.50947
Veracruz,Cameroon,2023,4,2023-12-01,7.857205
Hidalgo,Gambia,2021,1,2021-03-01,3.082855
Ciudad de México,Portugal,2023,1,2023-03-01,9.082351
Quintana Roo,Holy See (Vatican City State),2005,2,2005-06-01,5.029313
Querétaro,Monaco,2017,4,2017-12-01,0.06195
Campeche,Saint Barthelemy,2008,1,2008-03-01,2.721216
Tabasco,Bahamas,2018,1,2018-03-01,4.875064
San Luis Potosí,Cuba,2009,3,2009-09-01,5.157347
Aguascalientes,Cameroon,2006,1,2006-03-01,8.198847
Tlaxcala,American Samoa,2004,3,2004-09-01,0.628204
Estado de México,Botswana,2011,4,2011-12-01,6.18348
Yucatán,Korea,2002,3,2002-09-01,1.862044
Michoacán,Micronesia,2013,2,2013-06-01,4.807761
Campeche,Tajikistan,2008,3,2008-09-01,6.213343
Puebla,Nauru,2018,2,2018-06-01,5.568724
Querétaro,Heard Island and McDonald Islands,2002,3,2002-09-01,3.64241
Querétaro,Lesotho,2004,3,2004-09-01,1.13797
Morelos,Togo,2014,2,2014-06-01,3.663181
Baja California Sur,Faroe Islands,2010,3,2010-09-01,5.486364
Nuevo León,Cape Verde,2019,3,2019-09-01,2.201778
Guerrero,Mexico,2016,1,2016-03-01,1.014335
Querétaro,Holy See (Vatican City State),2005,3,2005-09-01,3.40244
Veracruz,Greenland,2014,3,2014-09-01,9.611282
Yucatán,Congo,2009,1,2009-03-01,0.583498
Jalisco,New Caledonia,2018,4,2018-12-01,4.642112
Tabasco,Saint Barthelemy,2016,4,2016-12-01,6.391306
Yucatán,Gabon,2015,2,2015-06-01,4.014274
Querétaro,Morocco,2014,1,2014-03-01,4.790129
Colima,North Macedonia,2007,4,2007-12-01,6.067892
Puebla,China,2007,1,2007-03-01,3.193774
Yucatán,Venezuela,2021,3,2021-09-01,7.413999
Campeche,Jersey,2015,3,2015-09-01,7.972037
Baja California Sur,Heard Island and McDonald Islands,2013,2,2013-06-01,2.949052
Quintana Roo,Bahamas,2014,3,2014-09-01,2.893281
Sonora,France,2000,3,2000-09-01,7.07969
Oaxaca,Samoa,2004,2,2004-06-01,2.032605
Puebla,Liberia,2015,3,2015-09-01,7.111058
Campeche,Greece,2010,1,2010-03-01,6.424833
Sinaloa,Holy See (Vatican City State),2001,4,2001-12-01,0.966599
Morelos,Ecuador,2010,1,2010-03-01,4.2723
Campeche,Saudi Arabia,2008,1,2008-03-01,3.03369
Nayarit,Saint Kitts and Nevis,2009,4,2009-12-01,8.226631
Sinaloa,Latvia,2008,1,2008-03-01,6.250147
Veracruz,Paraguay,2001,4,2001-12-01,2.503624
Chiapas,Saint Barthelemy,2010,4,2010-12-01,5.707578
Coahuila,Lesotho,2010,2,2010-06-01,1.945325
San Luis Potosí,Uganda,2012,1,2012-03-01,4.920396
Aguascalientes,Iraq,2006,1,2006-03-01,2.507436
Puebla,Saudi Arabia,2021,1,2021-03-01,8.128117
Guanajuato,Poland,2012,2,2012-06-01,3.892646
Chihuahua,San Marino,2007,4,2007-12-01,3.040563
Morelos,United Arab Emirates,2008,3,2008-09-01,5.468648
Aguascalientes,Swaziland,2012,4,2012-12-01,2.586061
Baja California,France,2001,3,2001-09-01,7.867781
Michoacán,Thailand,2000,3,2000-09-01,1.242011
Zacatecas,Mozambique,2019,4,2019-12-01,4.602649
Colima,Saint Kitts and Nevis,2023,1,2023-03-01,9.397989
Tlaxcala,Singapore,2004,3,2004-09-01,0.817119
Tamaulipas,Malta,2000,2,2000-06-01,6.668956
Durango,Sudan,2004,1,2004-03-01,7.011448
Ciudad de México,Libyan Arab Jamahiriya,2011,1,2011-03-01,4.099375
Guanajuato,Tajikistan,2012,4,2012-12-01,6.09866
Estado de México,Moldova,2021,1,2021-03-01,7.473117
Chiapas,Botswana,2022,3,2022-09-01,1.765453
Estado de México,Algeria,2000,4,2000-12-01,0.365411
Quintana Roo,Luxembourg,2002,2,2002-06-01,6.332347
Baja California,Saint Barthelemy,2011,3,2011-09-01,3.922945
Campeche,Greece,2019,4,2019-12-01,6.36526
Puebla,Vietnam,2014,3,2014-09-01,4.420245
Oaxaca,Greece,2004,2,2004-06-01,4.32563
Chiapas,Congo,2003,2,2003-06-01,9.867828
Chihuahua,Seychelles,2002,2,2002-06-01,2.063676
Zacatecas,Latvia,2006,2,2006-06-01,6.16001
Nuevo León,Togo,2013,4,2013-12-01,8.266593
Nayarit,Tajikistan,2022,2,2022-06-01,1.088805
Tlaxcala,Belarus,2023,2,2023-06-01,5.479508
Morelos,Mozambique,2004,1,2004-03-01,3.579924
Guanajuato,Venezuela,2008,4,2008-12-01,9.719069
San Luis Potosí,Paraguay,2021,1,2021-03-01,0.814914
Aguascalientes,Saint Pierre and Miquelon,2005,3,2005-09-01,4.30757
Jalisco,Malta,2022,3,2022-09-01,6.671476
Chihuahua,Montenegro,2011,3,2011-09-01,6.970908
Durango,Morocco,2013,2,2013-06-01,3.137776
Chihuahua,Portugal,2003,1,2003-03-01,2.573863
Baja California,Nauru,2020,4,2020-12-01,9.208603
Tabasco,Isle of Man,2023,1,2023-03-01,1.589471
Oaxaca,Swaziland,2001,4,2001-12-01,3.203889
Jalisco,Macao,2023,3,2023-09-01,3.649132
Morelos,Afghanistan,2000,3,2000-09-01,2.679113
Estado de México,Qatar,2021,2,2021-06-01,4.259285
Quintana Roo,Tajikistan,2002,3,2002-09-01,7.771531
San Luis Potosí,Singapore,2023,3,2023-09-01,8.040199
Baja California,Lesotho,2001,1,2001-03-01,9.017672
Tamaulipas,Afghanistan,2006,3,2006-09-01,4.872913
Veracruz,Thailand,2003,3,2003-09-01,6.110542
Puebla,Samoa,2006,4,2006-12-01,8.305357
Veracruz,Montenegro,2002,4,2002-12-01,6.134434
Coahuila,Andorra,2013,3,2013-09-01,5.99685
Durango,Sudan,2020,1,2020-03-01,8.173543
Nuevo León,Iran,2006,2,2006-06-01,2.379433
Sinaloa,Syrian Arab Republic,2014,4,2014-12-01,3.257641
Yucatán,Venezuela,2021,4,2021-12-01,5.096689
Michoacán,Greenland,2012,1,2012-03-01,2.996107
Coahuila,Botswana,2018,1,2018-03-01,3.793276
Baja California Sur,Bolivia,2022,2,2022-06-01,4.400397
Coahuila,Malaysia,2019,2,2019-06-01,1.9139
Zacatecas,Tajikistan,2006,2,2006-06-01,0.914467
Morelos,Jersey,2000,3,2000-09-01,1.97978
Campeche,South Africa,2002,2,2002-06-01,5.033612
Puebla,Cape Verde,2006,2,2006-06-01,0.332985
Sinaloa,Congo,2011,2,2011-06-01,4.940091
Guerrero,Gabon,2004,3,2004-09-01,3.00047
Durango,Korea,2011,1,2011-03-01,0.277467
Guanajuato,American Samoa,2018,1,2018-03-01,2.207023
Chiapas,Gambia,2007,4,2007-12-01,5.859285
Puebla,Hungary,2006,1,2006-03-01,8.477832
Morelos,Samoa,2011,4,2011-12-01,4.359619
Nuevo León,Lesotho,2004,2,2004-06-01,1.4677
Querétaro,Macao,2021,4,2021-12-01,2.430707
Morelos,North Macedonia,2014,1,2014-03-01,0.099968
Aguascalientes,Jamaica,2015,2,2015-06-01,5.977136
Colima,Malta,2009,2,2009-06-01,3.258361
Baja California Sur,Netherlands Antilles,2002,3,2002-09-01,8.000555
Veracruz,Macao,2018,1,2018-03-01,1.535283
Guanajuato,Lesotho,2008,1,2008-03-01,1.864328
Tabasco,Brazil,2020,2,2020-06-01,5.028304
Chihuahua,Holy See (Vatican City State),2009,3,2009-09-01,5.357291
Quintana Roo,Greenland,2023,2,2023-06-01,7.523124
Guanajuato,Saint Barthelemy,2019,4,2019-12-01,6.411343
Chiapas,South Africa,2022,3,2022-09-01,7.85134
San Luis Potosí,Saint Barthelemy,2005,4,2005-12-01,4.25291
Oaxaca,Grenada,2007,1,2007-03-01,9.630783
Nuevo León,Micronesia,2006,2,2006-06-01,2.820128
Oaxaca,Burkina Faso,2016,1,2016-03-01,9.636409
Veracruz,Cambodia,2000,1,2000-03-01,6.020491
Baja California Sur,Micronesia,2006,2,2006-06-01,7.026571
Zacatecas,French Southern Territories,2020,3,2020-09-01,9.199438
Ciudad de México,Saint Kitts and Nevis,2019,2,2019-06-01,8.653627
Baja California,Guadeloupe,2003,1,2003-03-01,9.224005
Nayarit,Aruba,2014,2,2014-06-01,3.764514
Guanajuato,Grenada,2007,3,2007-09-01,3.346904
Jalisco,Eritrea,2022,3,2022-09-01,3.589648
Ciudad de México,Costa Rica,2015,3,2015-09-01,7.70686
Guerrero,Christmas Island,2020,2,2020-06-01,6.869913
Guanajuato,Malta,2013,3,2013-09-01,7.493618
Chihuahua,Cocos (Keeling) Islands,2005,1,2005-03-01,6.097189
Zacatecas,Vietnam,2018,2,2018-06-01,8.335071
Puebla,Belarus,2006,4,2006-12-01,1.55249
San Luis Potosí,South Georgia and the South Sandwich Islands,2020,2,2020-06-01,4.077906
Colima,Greece,2000,4,2000-12-01,8.043742
Aguascalientes,Botswana,2006,3,2006-09-01,5.789793
Hidalgo,France,2010,1,2010-03-01,8.26047
Campeche,Cocos (Keeling) Islands,2020,3,2020-09-01,3.310853
Colima,Faroe Islands,2002,1,2002-03-01,5.096023
Chiapas,Mexico,2020,2,2020-06-01,7.262164
Baja California,Cambodia,2011,4,2011-12-01,2.427713
Nuevo León,Netherlands Antilles,2003,2,2003-06-01,2.334785
Oaxaca,New Caledonia,2013,2,2013-06-01,4.96217
Coahuila,Cape Verde,2020,4,2020-12-01,9.789851
Nayarit,France,2006,2,2006-06-01,5.814634
Coahuila,Portugal,2013,2,2013-06-01,4.641464
Tabasco,Afghanistan,2022,4,2022-12-01,2.27502
Guanajuato,Korea,2017,1,2017-03-01,8.735747
Tamaulipas,Korea,2009,1,2009-03-01,0.291346
Nuevo León,Macao,2003,1,2003-03-01,9.685972
Aguascalientes,Saint Barthelemy,2002,3,2002-09-01,5.444619
Estado de México,Saudi Arabia,2008,1,2008-03-01,7.60856
Veracruz,Lithuania,2020,4,2020-12-01,3.82963
Aguascalientes,Mozambique,2003,4,2003-12-01,4.256404
Ciudad de México,Togo,2012,2,2012-06-01,6.862337
Puebla,San Marino,2008,4,2008-12-01,9.234739
Chihuahua,Qatar,2003,2,2003-06-01,3.515857
Tlaxcala,Belarus,2008,2,2008-06-01,2.2773
Hidalgo,Liberia,2008,1,2008-03-01,9.968263
Nayarit,France,2001,3,2001-09-01,0.360452
Estado de México,Bahamas,2013,3,2013-09-01,2.678103
Tabasco,Moldova,2004,1,2004-03-01,7.500594
Jalisco,Singapore,2014,3,2014-09-01,7.098251
Puebla,Lesotho,2008,1,2008-03-01,9.873367
Estado de México,Saint Kitts and Nevis,2008,4,2008-12-01,6.914457
Veracruz,Qatar,2005,2,2005-06-01,7.081164
Morelos,North Macedonia,2003,2,2003-06-01,3.539053
Veracruz,Saudi Arabia,2000,2,2000-06-01,8.959487
Sonora,Sudan,2023,4,2023-12-01,3.359172
Durango,Iran,2021,3,2021-09-01,3.350194
Yucatán,Spain,2012,1,2012-03-01,9.068577
Yucatán,Heard Island and McDonald Islands,2011,2,2011-06-01,4.288401
Querétaro,Vietnam,2020,2,2020-06-01,1.515173
Jalisco,Saint Barthelemy,2004,4,2004-12-01,0.796907
Oaxaca,Saint Barthelemy,2001,3,2001-09-01,9.949294
Chihuahua,Christmas Island,2009,4,2009-12-01,5.348593
Tabasco,Qatar,2019,3,2019-09-01,7.333911
Colima,Macao,2001,1,2001-03-01,6.928625
Durango,Luxembourg,2021,2,2021-06-01,3.688988
Estado de México,Tanzania,2010,4,2010-12-01,3.778884
Veracruz,Andorra,2020,3,2020-09-01,0.949059
Quintana Roo,Belarus,2022,1,2022-03-01,6.620356
Coahuila,Pakistan,2020,3,2020-09-01,0.85624
Oaxaca,Madagascar,2013,4,2013-12-01,4.629408
Sinaloa,Tuvalu,2022,2,2022-06-01,4.118605
Durango,Paraguay,2009,2,2009-06-01,9.279949
Durango,Cameroon,2003,2,2003-06-01,1.278938
Guerrero,Grenada,2018,2,2018-06-01,6.341306
Nuevo León,Fiji,2015,3,2015-09-01,7.385914
Sinaloa,Tokelau,2015,3,2015-09-01,0.571086
Hidalgo,Gambia,2009,4,2009-12-01,3.10745
Querétaro,South Georgia and the South Sandwich Islands,2012,2,2012-06-01,4.921598
Sinaloa,Vietnam,2010,1,2010-03-01,8.256706
Puebla,Canada,2007,4,2007-12-01,5.314043
Durango,Guyana,2017,3,2017-09-01,2.081201
Quintana Roo,Tanzania,2006,2,2006-06-01,5.30955
Guanajuato,Saint Pierre and Miquelon,2005,1,2005-03-01,6.232102
Baja California,Isle of Man,2006,3,2006-09-01,3.48496
Guerrero,Sierra Leone,2015,3,2015-09-01,8.467315
Chiapas,Guinea-Bissau,2022,4,2022-12-01,1.293178
Durango,Mali,2006,4,2006-12-01,9.504361
Sinaloa,Central African Republic,2001,2,2001-06-01,8.522598
Baja California,Ireland,2001,1,2001-03-01,9.304503
Guanajuato,South Africa,2009,1,2009-03-01,8.995416
Guerrero,Tuvalu,2006,1,2006-03-01,6.219882
Guerrero,Eritrea,2013,2,2013-06-01,3.674469
Guanajuato,North Macedonia,2021,3,2021-09-01,8.218437
Aguascalientes,Belarus,2001,1,2001-03-01,3.772447
Nayarit,Lao People's Democratic Republic,2019,4,2019-12-01,1.341013
Tabasco,Heard Island and McDonald Islands,2023,1,2023-03-01,6.694319
Sinaloa,Micronesia,2017,1,2017-03-01,3.347792
Veracruz,Qatar,2013,1,2013-03-01,7.951642
Sinaloa,Gabon,2020,4,2020-12-01,9.290342
Oaxaca,China,2015,2,2015-06-01,0.193555
Tlaxcala,Portugal,2021,2,2021-06-01,2.970966
Coahuila,France,2017,1,2017-03-01,7.073425
Hidalgo,Moldova,2020,3,2020-09-01,6.416889
Sinaloa,Faroe Islands,2014,2,2014-06-01,9.093953
Sinaloa,Afghanistan,2017,2,2017-06-01,5.880655
Tlaxcala,Aruba,2011,1,2011-03-01,1.057816
Colima,Qatar,2006,1,2006-03-01,1.862181
